,genres
6975,"[4, 1]"
6976,"[4, 6]"
6977,"[4, 6]"
6978,"[6, 11]"
6979,"[4, 6, 7]"
6980,[6]
6981,[1]
6982,"[14, 0, 4, 16]"
6983,"[0, 4, 10]"
6984,"[0, 2, 3, 12]"
6985,"[4, 6, 12, 9]"
6986,"[4, 13, 1, 8]"
6987,[4]
6988,"[0, 4, 1]"
6989,"[1, 8]"
6990,"[13, 7, 8]"
6991,"[14, 6, 10, 9, 8]"
6992,"[13, 6, 10, 8]"
6993,"[4, 6]"
6994,"[14, 2, 3, 4]"
6995,"[14, 10, 8]"
6996,"[2, 9, 15]"
6997,"[14, 13, 6, 8]"
6998,[4]
6999,"[4, 6, 7]"
7000,"[18, 12]"
7001,"[14, 4]"
7002,"[4, 6]"
7003,"[4, 7]"
7004,"[6, 5, 9, 8]"
7005,[4]
7006,"[14, 13, 6, 8]"
7007,[4]
7008,"[4, 6]"
7009,"[4, 6]"
7010,"[14, 6, 11]"
7011,"[13, 6, 8]"
7012,[6]
7013,"[14, 4, 13]"
7014,"[6, 10, 9, 8]"
7015,"[6, 7]"
7016,"[14, 9, 8]"
7017,"[13, 6, 8]"
7018,"[14, 0, 9, 15]"
7019,[4]
7020,"[14, 4, 13]"
7021,"[14, 6, 11]"
7022,[18]
7023,[18]
7024,[6]
7025,"[13, 6, 10, 8]"
7026,"[14, 6, 8]"
7027,[4]
7028,[6]
7029,"[0, 4, 6]"
7030,"[14, 0, 9, 8]"
7031,"[14, 4, 15]"
7032,"[0, 5, 12, 7]"
7033,"[0, 4, 13, 7]"
7034,"[6, 11]"
7035,"[4, 7]"
7036,"[6, 12]"
7037,"[14, 2, 10, 9]"
7038,"[4, 1]"
7039,"[0, 2, 3, 6]"
7040,"[14, 0, 2, 6]"
7041,[4]
7042,"[6, 10]"
7043,"[4, 13]"
7044,"[14, 13, 6, 8]"
7045,"[6, 5]"
7046,"[13, 6, 1, 8]"
7047,"[4, 1]"
7048,"[4, 6, 7]"
7049,"[3, 4]"
7050,"[6, 5]"
7051,"[14, 0, 4, 1]"
7052,"[14, 0, 4, 9]"
7053,"[4, 6, 5]"
7054,"[13, 6, 8]"
7055,"[13, 6]"
7056,"[4, 7]"
7057,"[0, 4]"
7058,"[0, 9]"
7059,[2]
7060,"[14, 6, 8, 11]"
7061,"[6, 7]"
7062,"[13, 6, 17]"
7063,"[14, 0, 8]"
7064,"[14, 0, 9, 15]"
7065,[18]
7066,"[4, 7]"
7067,"[4, 5, 7]"
7068,"[13, 6, 8]"
7069,"[14, 0, 2, 3, 4, 7]"
7070,"[14, 6, 8]"
7071,"[2, 4]"
7072,[6]
7073,"[4, 6, 1]"
7074,"[14, 0, 2, 1]"
7075,"[4, 6, 7]"
7076,[4]
7077,"[14, 0, 5]"
7078,"[0, 5, 10, 7, 15]"
7079,"[6, 11]"
7080,"[6, 11]"
7081,"[6, 8]"
7082,"[6, 5]"
7083,[18]
7084,[4]
7085,"[13, 6]"
7086,"[6, 1, 10, 8]"
7087,"[4, 6, 7]"
7088,"[13, 1, 8]"
7089,"[1, 8]"
7090,"[10, 9, 8]"
7091,"[4, 6, 7]"
7092,"[13, 6, 8]"
7093,"[0, 3, 5, 9, 8]"
7094,"[4, 6, 12, 7]"
7095,"[14, 0, 9, 8]"
7096,"[14, 8]"
7097,"[14, 6, 11]"
7098,[16]
7099,"[6, 5, 7, 9]"
7100,"[14, 2, 9]"
7101,[4]
7102,[4]
7103,"[6, 7, 9]"
7104,"[6, 7]"
7105,[4]
7106,"[4, 7]"
7107,"[4, 18, 6, 7]"
7108,"[14, 0, 3, 5]"
7109,[0]
7110,"[6, 10]"
7111,"[14, 4, 6, 8]"
7112,[18]
7113,[4]
7114,"[5, 1]"
7115,[4]
7116,[6]
7117,"[1, 8]"
7118,"[13, 6, 10, 7, 8]"
7119,"[0, 2, 9]"
7120,"[4, 9]"
7121,"[6, 10]"
7122,"[14, 0, 2, 5, 9]"
7123,[18]
7124,"[1, 9, 8]"
7125,[6]
7126,"[14, 4, 6]"
7127,"[14, 0, 5]"
7128,"[4, 1, 9, 8]"
7129,"[4, 13, 6, 8]"
7130,[4]
7131,"[1, 8]"
7132,"[14, 9, 8]"
7133,"[2, 3, 5, 15]"
7134,"[4, 6]"
7135,[18]
7136,"[4, 9]"
7137,"[6, 1]"
7138,"[6, 7]"
7139,[1]
7140,"[1, 8]"
7141,"[4, 6]"
7142,[6]
7143,"[18, 6]"
7144,[18]
7145,"[4, 6]"
7146,"[4, 6]"
7147,"[14, 5, 9]"
7148,"[2, 9]"
7149,"[14, 2, 4, 1, 8]"
7150,"[4, 1, 8]"
7151,"[4, 6]"
7152,[4]
7153,"[14, 9, 8]"
7154,"[14, 4, 1]"
7155,"[4, 6, 10]"
7156,"[6, 7]"
7157,[6]
7158,[18]
7159,"[4, 7]"
7160,"[4, 1]"
7161,"[0, 3, 6, 5, 15]"
7162,"[14, 0, 6, 11]"
7163,"[6, 7]"
7164,"[6, 8]"
7165,[6]
7166,"[2, 4, 6]"
7167,"[6, 7]"
7168,[14]
7169,"[0, 4, 7]"
7170,"[14, 0, 6, 5, 7, 9, 8]"
7171,"[6, 7]"
7172,"[2, 6, 10, 9, 8]"
7173,"[13, 1, 10, 8]"
7174,"[14, 4, 6, 7]"
7175,"[14, 0, 4, 5, 1, 8]"
7176,"[14, 13, 6, 8]"
7177,"[14, 4]"
7178,"[4, 6, 11]"
7179,[4]
7180,"[0, 2, 3, 4, 13]"
7181,"[2, 3, 6, 5, 15]"
7182,"[14, 0, 6, 9]"
7183,[6]
7184,"[2, 3, 4, 5]"
7185,"[14, 6, 9, 8]"
7186,[6]
7187,"[13, 6]"
7188,"[6, 5, 1, 7, 8]"
7189,"[14, 8]"
7190,"[6, 7, 11]"
7191,"[14, 13, 6, 8]"
7192,"[14, 6]"
7193,"[14, 8]"
7194,"[14, 0, 2, 4, 8]"
7195,[2]
7196,"[6, 8, 11]"
7197,[6]
7198,[6]
7199,"[2, 4, 5]"
7200,[6]
7201,[4]
7202,"[0, 2, 3, 4, 9]"
7203,[18]
7204,[6]
7205,"[13, 6, 5, 1, 8]"
7206,[6]
7207,"[2, 3, 5, 12, 7]"
7208,[14]
7209,"[4, 13, 6, 7]"
7210,"[5, 7]"
7211,"[14, 0, 5]"
7212,"[14, 0, 9, 15]"
7213,"[4, 7]"
7214,"[14, 13, 10, 8]"
7215,"[6, 7]"
7216,"[2, 3, 4, 12]"
7217,[4]
7218,"[4, 1]"
7219,"[1, 8]"
7220,"[4, 6, 7]"
7221,"[14, 6, 1, 8]"
7222,[6]
7223,"[4, 7]"
7224,"[14, 0, 6]"
7225,"[14, 13, 10]"
7226,"[13, 6]"
7227,"[13, 6]"
7228,"[4, 13]"
7229,"[14, 1, 8]"
7230,"[14, 0]"
7231,[4]
7232,"[4, 7]"
7233,"[14, 4, 13]"
7234,"[14, 4, 6]"
7235,"[4, 6]"
7236,"[14, 13, 6, 8]"
7237,"[0, 3, 4, 5]"
7238,"[13, 6, 8]"
7239,"[4, 6]"
7240,"[0, 2, 3, 5, 12]"
7241,[4]
7242,"[14, 13, 6]"
7243,"[4, 6, 7]"
7244,"[14, 5, 1, 8]"
7245,"[4, 1]"
7246,"[3, 5, 12]"
7247,"[2, 5, 1, 9]"
7248,"[4, 7]"
7249,"[18, 6]"
7250,"[6, 1, 10, 8]"
7251,"[4, 6, 7]"
7252,"[3, 6, 7]"
7253,[6]
7254,"[4, 6, 11]"
7255,"[1, 8]"
7256,"[4, 7]"
7257,"[1, 8]"
7258,"[6, 10, 8]"
7259,"[6, 7]"
7260,"[14, 13, 6, 10, 8]"
7261,"[0, 5]"
7262,"[14, 4, 13]"
7263,"[6, 10, 8]"
7264,"[2, 5]"
7265,"[14, 3, 4]"
7266,"[0, 6, 7]"
7267,[4]
7268,"[14, 9]"
7269,[18]
7270,[4]
7271,"[14, 6, 1, 9, 8]"
7272,"[6, 7, 11]"
7273,"[18, 6]"
7274,"[4, 5]"
7275,"[4, 13, 6, 10]"
7276,"[1, 8]"
7277,"[4, 6, 7]"
7278,"[0, 5, 15]"
7279,[2]
7280,"[14, 6, 8, 11]"
7281,"[14, 13]"
7282,"[6, 1, 9]"
7283,"[4, 6]"
7284,[4]
7285,"[13, 6, 8]"
7286,"[6, 7]"
7287,"[1, 8, 16]"
7288,"[6, 1, 8]"
7289,"[14, 0, 9]"
7290,[6]
7291,[4]
7292,"[14, 4, 7]"
7293,"[4, 13, 6, 8]"
7294,[4]
7295,[18]
7296,"[14, 9, 8]"
7297,"[1, 8]"
7298,"[18, 6]"
7299,[4]
7300,"[4, 9]"
7301,"[13, 6, 10, 8]"
7302,"[0, 2, 3, 5, 15]"
7303,"[13, 8]"
7304,"[4, 13]"
7305,"[14, 0, 6, 5]"
7306,"[14, 4]"
7307,"[14, 4, 7]"
7308,"[2, 3, 4, 7]"
7309,[18]
7310,"[14, 0, 4]"
7311,"[13, 18]"
7312,"[6, 12]"
7313,[18]
7314,[4]
7315,"[14, 6, 11]"
7316,"[3, 4]"
7317,"[4, 18]"
7318,[6]
7319,"[14, 0, 6, 10, 8]"
7320,"[6, 7]"
7321,"[4, 6, 7]"
7322,[1]
7323,"[4, 18]"
7324,"[14, 0, 9, 8, 15]"
7325,"[14, 4]"
7326,[4]
7327,"[0, 2, 6]"
7328,[9]
7329,"[5, 1, 8]"
7330,"[4, 6]"
7331,"[0, 4]"
7332,"[13, 6]"
7333,"[14, 0, 6, 7, 11]"
7334,"[6, 7]"
7335,"[14, 6]"
7336,"[4, 12, 9, 16]"
7337,"[4, 6, 7]"
7338,"[6, 7]"
7339,"[14, 4]"
7340,"[10, 8]"
7341,"[6, 11]"
7342,"[14, 0, 5, 7, 15]"
7343,"[4, 6]"
7344,"[4, 6, 11]"
7345,[4]
7346,"[4, 6, 7]"
7347,[4]
7348,"[6, 8]"
7349,"[4, 7]"
7350,"[1, 9, 8]"
7351,"[6, 7]"
7352,"[10, 8]"
7353,"[14, 6, 8, 16]"
7354,"[14, 4, 8]"
7355,"[0, 2, 3, 4, 5, 15]"
7356,[4]
7357,"[6, 8]"
7358,"[4, 16]"
7359,"[4, 1]"
7360,"[0, 2, 3, 4, 5, 15]"
7361,"[4, 6, 5, 7]"
7362,[18]
7363,"[5, 7, 8, 15]"
7364,[6]
7365,"[14, 0, 5]"
7366,[6]
7367,[18]
7368,"[2, 4, 5]"
7369,"[14, 9, 8]"
7370,[18]
7371,"[2, 3, 4, 13]"
7372,"[14, 13, 6, 10, 9, 8, 15]"
7373,[4]
7374,"[14, 0, 3, 4, 5]"
7375,"[14, 4, 7]"
7376,"[14, 3, 6]"
7377,"[4, 6]"
7378,"[1, 8]"
7379,"[6, 8]"
7380,"[14, 2]"
7381,"[14, 8]"
7382,"[4, 13, 10]"
7383,"[4, 13, 7]"
7384,"[6, 5, 7, 9]"
7385,[4]
7386,"[13, 6, 8]"
7387,[13]
7388,[14]
7389,"[3, 4]"
7390,"[4, 7]"
7391,"[14, 4]"
7392,"[13, 18]"
7393,"[4, 6]"
7394,"[14, 0, 8]"
7395,"[14, 4, 5, 12, 7]"
7396,[6]
7397,"[5, 1, 10, 8]"
7398,"[14, 1, 8]"
7399,"[14, 0, 5, 10]"
7400,"[4, 6, 10]"
7401,"[4, 6]"
7402,"[14, 0, 2, 5, 9]"
7403,"[1, 8]"
7404,"[14, 13, 6]"
7405,"[6, 8]"
7406,"[4, 18]"
7407,"[14, 1, 8]"
7408,"[4, 7]"
7409,"[14, 0, 4, 13, 8]"
7410,"[4, 7]"
7411,"[14, 1, 9, 8, 15]"
7412,[6]
7413,[6]
7414,"[18, 6, 10]"
7415,"[13, 6, 8]"
7416,"[4, 7]"
7417,"[6, 7]"
7418,[6]
7419,"[4, 6]"
7420,"[4, 6, 7]"
7421,"[4, 6, 7]"
7422,[6]
7423,"[0, 2, 5, 15]"
7424,"[4, 6]"
7425,"[4, 13, 6]"
7426,"[0, 3, 5]"
7427,"[6, 1, 10]"
7428,"[2, 5]"
7429,"[0, 6]"
7430,"[1, 10, 8]"
7431,[4]
7432,"[4, 7]"
7433,"[18, 10]"
7434,"[4, 7]"
7435,"[6, 8]"
7436,[18]
7437,"[6, 9]"
7438,"[6, 7, 9]"
7439,[2]
7440,[6]
7441,"[14, 0, 4, 13, 6, 17, 1, 10, 8, 16]"
7442,"[14, 4, 18]"
7443,"[18, 11]"
7444,[18]
7445,"[14, 4]"
7446,[6]
7447,"[4, 7]"
7448,"[1, 15]"
7449,"[6, 7]"
7450,"[6, 5]"
7451,"[14, 13, 6]"
7452,"[1, 10, 8]"
7453,[4]
7454,"[0, 6, 8]"
7455,"[14, 2, 3, 4, 9, 15]"
7456,"[6, 8]"
7457,"[6, 7, 16]"
7458,"[14, 6, 8]"
7459,"[4, 6, 7]"
7460,[6]
7461,"[13, 6, 7, 8]"
7462,[6]
7463,[6]
7464,"[4, 6]"
7465,"[14, 0, 5, 15]"
7466,[6]
7467,"[2, 3, 4, 5, 12, 7, 15]"
7468,[18]
7469,[6]
7470,"[4, 6, 7]"
7471,[1]
7472,"[4, 13]"
7473,[6]
7474,"[13, 7]"
7475,"[9, 8]"
7476,"[6, 5, 7]"
7477,"[4, 6, 7]"
7478,"[0, 3, 5]"
7479,"[6, 8]"
7480,"[14, 4]"
7481,"[4, 1, 8]"
7482,"[6, 10, 8]"
7483,[16]
7484,"[14, 0, 9, 15]"
7485,"[4, 6, 7]"
7486,[6]
7487,[6]
7488,"[14, 6]"
7489,"[13, 8]"
7490,[6]
7491,"[14, 13, 6]"
7492,"[14, 0, 4, 6, 11]"
7493,[6]
7494,[4]
7495,[4]
7496,"[0, 4, 5]"
7497,"[0, 18, 16]"
7498,"[6, 12, 7]"
7499,"[2, 3, 5]"
7500,"[4, 1]"
7501,"[3, 4]"
7502,"[4, 6]"
7503,"[14, 4, 13, 5, 8, 15]"
7504,[6]
7505,"[14, 5, 16]"
7506,"[0, 6, 5]"
7507,"[6, 1]"
7508,"[14, 9, 8, 16, 15]"
7509,"[13, 6, 8]"
7510,"[2, 3]"
7511,[18]
7512,"[4, 6]"
7513,"[4, 6, 7]"
7514,"[4, 6]"
7515,"[9, 8]"
7516,[18]
7517,"[14, 2, 6, 9]"
7518,"[13, 1, 8]"
7519,[6]
7520,"[4, 7]"
7521,[18]
7522,"[4, 7]"
7523,"[13, 6, 8]"
7524,"[14, 0, 2, 9]"
7525,[4]
7526,"[14, 4, 6]"
7527,[4]
7528,"[6, 10, 8]"
7529,[4]
7530,"[0, 2, 3, 4, 5, 7]"
7531,"[4, 8]"
7532,"[4, 6, 7]"
7533,"[0, 4, 9]"
7534,"[1, 9]"
7535,"[13, 6]"
7536,"[4, 6, 7]"
7537,"[14, 5, 8]"
7538,"[14, 0, 2, 3, 4, 16]"
7539,"[4, 6]"
7540,"[6, 1]"
7541,"[7, 9, 8]"
7542,"[14, 6, 8]"
7543,[4]
7544,"[0, 6]"
7545,"[14, 9, 8, 15]"
7546,"[14, 9, 11]"
7547,"[0, 2, 4, 9]"
7548,[6]
7549,"[2, 3]"
7550,"[14, 0, 2, 3, 4, 9, 15]"
7551,"[0, 3, 4, 10]"
7552,"[2, 3]"
7553,"[14, 4]"
7554,"[14, 13, 6]"
7555,"[14, 13]"
7556,"[4, 7]"
7557,[18]
7558,"[5, 1, 10, 8]"
7559,[4]
7560,"[14, 4, 6]"
7561,"[5, 1]"
7562,"[14, 6, 10, 9, 8]"
7563,"[6, 7]"
7564,"[14, 5, 8, 15]"
7565,"[4, 7]"
7566,"[0, 2, 3, 9]"
7567,[18]
7568,"[2, 4, 9]"
7569,"[5, 1, 8]"
7570,"[14, 0, 13, 8]"
7571,"[4, 6]"
7572,"[6, 7]"
7573,"[4, 6]"
7574,[4]
7575,"[4, 13]"
7576,"[2, 3, 4]"
7577,[4]
7578,"[1, 8]"
7579,[14]
7580,"[14, 0, 10, 8]"
7581,[18]
7582,[18]
7583,"[2, 3, 4, 1]"
7584,"[4, 18]"
7585,[4]
7586,"[4, 1, 10, 8]"
7587,"[0, 2, 3, 4]"
7588,"[6, 9]"
7589,"[14, 0, 6, 5, 15]"
7590,[4]
7591,[4]
7592,"[6, 10, 9]"
7593,[4]
7594,[6]
7595,[18]
7596,"[6, 7]"
7597,"[0, 18]"
7598,"[14, 13]"
7599,"[14, 13, 6, 8, 15]"
7600,[18]
7601,"[2, 6, 5]"
7602,"[6, 10, 11]"
7603,"[14, 6]"
7604,"[4, 6, 7]"
7605,[4]
7606,"[14, 1, 9, 8]"
7607,"[0, 5, 9]"
7608,"[14, 0, 5, 15]"
7609,"[4, 5, 7]"
7610,"[14, 13, 8]"
7611,[6]
7612,[4]
7613,[4]
7614,[8]
7615,"[6, 8]"
7616,"[14, 4, 9]"
7617,"[0, 4, 6]"
7618,"[14, 4]"
7619,"[14, 0, 2, 3, 4, 15]"
7620,"[14, 0, 9, 8, 11]"
7621,"[4, 6, 7]"
7622,[18]
7623,"[4, 6]"
7624,[6]
7625,"[10, 9, 8, 15]"
7626,"[4, 6]"
7627,"[14, 0, 9]"
7628,[4]
7629,[4]
7630,[4]
7631,"[14, 0, 9, 11, 15]"
7632,"[4, 6, 7]"
7633,"[14, 0, 4, 5]"
7634,[6]
7635,"[14, 13, 8]"
7636,"[2, 4, 6]"
7637,[4]
7638,"[4, 13]"
7639,"[0, 2, 3, 4, 15]"
7640,[18]
7641,"[4, 13]"
7642,[18]
7643,"[0, 4, 7]"
7644,"[14, 0, 6, 5, 10, 15]"
7645,"[13, 6, 17, 8]"
7646,"[14, 0, 9, 8, 11]"
7647,"[4, 6, 7]"
7648,"[6, 7]"
7649,"[4, 13]"
7650,"[2, 3, 4]"
7651,[1]
7652,"[14, 6, 11]"
7653,"[2, 4]"
7654,"[2, 3, 4]"
7655,"[4, 7]"
7656,"[4, 6]"
7657,"[14, 13, 8]"
7658,"[13, 6, 8]"
7659,[4]
7660,[6]
7661,"[14, 9, 8]"
7662,"[14, 6, 9, 8]"
7663,[4]
7664,[4]
7665,[6]
7666,"[14, 4, 13]"
7667,[4]
7668,"[1, 8, 15]"
7669,[4]
7670,"[1, 8]"
7671,"[4, 1]"
7672,"[6, 7, 9]"
7673,[6]
7674,[1]
7675,"[6, 8]"
7676,"[14, 0, 6, 8]"
7677,[18]
7678,[6]
7679,"[14, 0, 5]"
7680,"[1, 8]"
7681,"[7, 8]"
7682,"[0, 4]"
7683,"[14, 13, 1, 8]"
7684,"[18, 12]"
7685,[4]
7686,"[1, 8]"
7687,"[9, 8, 15]"
7688,[6]
7689,[6]
7690,"[6, 8]"
7691,"[0, 2, 3]"
7692,"[6, 7]"
7693,"[14, 0, 9, 15]"
7694,"[6, 17, 8]"
7695,[6]
7696,"[6, 8]"
7697,[6]
7698,[6]
7699,"[1, 10, 8]"
7700,"[14, 8]"
7701,"[14, 6, 7]"
7702,"[4, 6]"
7703,"[4, 6, 9]"
7704,"[4, 6, 7]"
7705,[4]
7706,"[1, 9]"
7707,[6]
7708,"[14, 6]"
7709,[18]
7710,"[14, 6, 9, 15]"
7711,"[4, 6, 12]"
7712,"[1, 10, 9, 8]"
7713,[6]
7714,[6]
7715,"[6, 8]"
7716,"[6, 8]"
7717,"[14, 8, 11]"
7718,"[14, 0]"
7719,"[13, 9, 8]"
7720,[6]
7721,"[4, 6]"
7722,"[6, 8]"
7723,[1]
7724,[6]
7725,"[0, 4, 8]"
7726,"[14, 6, 10, 8]"
7727,"[13, 6, 8]"
7728,[6]
7729,"[4, 7]"
7730,"[14, 13, 8]"
7731,"[14, 2, 13]"
7732,[18]
7733,"[0, 2, 4, 5, 15]"
7734,"[14, 4, 13]"
7735,[6]
7736,"[14, 13, 6, 10, 8]"
7737,"[14, 2, 10, 15]"
7738,[18]
7739,[6]
7740,[18]
7741,"[3, 6, 10]"
7742,"[14, 6, 5]"
7743,[4]
7744,[18]
7745,"[0, 13, 6]"
7746,"[4, 6]"
7747,"[6, 7]"
7748,"[3, 4, 12]"
7749,"[0, 6, 5, 7]"
7750,"[6, 11]"
7751,"[4, 6, 8]"
7752,"[2, 4, 9]"
7753,"[6, 12, 7]"
7754,"[3, 4, 12, 7]"
7755,"[14, 6, 5]"
7756,[4]
7757,[6]
7758,"[4, 7]"
7759,"[0, 2, 3, 4]"
7760,"[0, 2, 3, 4, 5]"
7761,"[2, 3, 4, 15]"
7762,"[2, 3, 4, 6]"
7763,"[14, 6]"
7764,"[14, 13, 17]"
7765,"[14, 0]"
7766,"[2, 3, 12]"
7767,"[14, 0, 6, 9, 8]"
7768,"[14, 0, 13, 15]"
7769,"[14, 0, 6, 8, 15]"
7770,"[14, 0, 4, 13, 10, 8]"
7771,"[6, 8]"
7772,"[4, 6]"
7773,"[4, 7]"
7774,"[14, 0, 8, 15]"
7775,"[4, 6]"
7776,"[6, 8]"
7777,"[14, 1, 9, 8]"
7778,"[4, 6, 7]"
7779,"[2, 4]"
7780,"[4, 8]"
7781,[4]
7782,"[4, 6, 5]"
7783,"[14, 13, 6, 8]"
7784,[18]
7785,[18]
7786,"[4, 12]"
7787,[6]
7788,[6]
7789,"[4, 1]"
7790,"[14, 5, 1, 15]"
7791,"[14, 6]"
7792,"[13, 8]"
7793,[6]
7794,"[14, 8]"
7795,[4]
7796,"[6, 8]"
7797,[6]
7798,"[1, 9, 8]"
7799,"[14, 6, 8]"
7800,"[14, 0, 6, 11]"
7801,"[6, 11]"
7802,"[4, 6]"
7803,"[14, 4, 13]"
7804,"[1, 8]"
7805,"[0, 2, 3, 4, 5, 7]"
7806,[1]
7807,"[14, 9, 8]"
7808,"[6, 1, 8]"
7809,[4]
7810,"[6, 7]"
7811,[18]
7812,"[4, 18]"
7813,"[14, 13, 10, 8]"
7814,"[6, 7]"
7815,[4]
7816,"[13, 6, 5]"
7817,"[3, 4, 6]"
7818,"[4, 6, 7]"
7819,"[6, 12]"
7820,"[14, 0, 4, 9, 15]"
7821,"[6, 7, 9]"
7822,"[3, 5]"
7823,"[1, 9]"
7824,"[14, 5, 8]"
7825,[6]
7826,"[4, 12]"
7827,"[4, 12]"
7828,"[4, 13]"
7829,"[18, 11]"
7830,"[4, 6]"
7831,[4]
7832,"[14, 0, 1]"
7833,"[13, 8, 16]"
7834,"[2, 3]"
7835,"[6, 8]"
7836,[4]
7837,"[2, 5, 12, 15]"
7838,[4]
7839,"[14, 8, 11]"
7840,"[4, 13]"
7841,"[14, 4, 7]"
7842,"[14, 0, 9, 15]"
7843,"[4, 6]"
7844,"[6, 8]"
7845,"[14, 4, 13]"
7846,"[4, 6]"
7847,"[14, 9, 8]"
7848,"[13, 6, 8]"
7849,"[14, 0, 6]"
7850,[18]
7851,"[4, 7]"
7852,"[4, 6, 7]"
7853,"[14, 0, 5, 15]"
7854,[6]
7855,"[14, 4, 9]"
7856,[1]
7857,[4]
7858,"[14, 13]"
7859,"[4, 1, 9, 8]"
7860,"[4, 6]"
7861,[4]
7862,"[10, 8]"
7863,"[6, 7]"
7864,"[14, 8]"
7865,"[0, 4, 5]"
7866,"[14, 9, 8, 15]"
7867,"[4, 6]"
7868,[18]
7869,[18]
7870,"[4, 7]"
7871,"[14, 2, 5]"
7872,"[9, 8]"
7873,"[4, 7]"
7874,[4]
7875,[6]
7876,"[14, 13, 8]"
7877,"[4, 1, 15]"
7878,"[6, 8]"
7879,"[4, 7]"
7880,"[4, 6]"
7881,[4]
7882,[18]
7883,"[14, 4, 9, 15]"
7884,"[14, 0, 6]"
7885,"[6, 10, 9]"
7886,"[6, 5, 9]"
7887,"[0, 2, 3, 4]"
7888,"[14, 1, 9, 15]"
7889,"[1, 10, 8]"
7890,"[4, 13, 6]"
7891,"[6, 8]"
7892,"[6, 7]"
7893,[4]
7894,"[4, 6, 7]"
7895,"[14, 13, 6, 8]"
7896,"[14, 2]"
7897,"[4, 6]"
7898,"[4, 6]"
7899,"[0, 2, 3, 4, 15]"
7900,"[4, 6]"
7901,"[14, 0, 2, 3]"
7902,"[14, 0, 2, 3]"
7903,"[14, 2, 5]"
7904,"[14, 0, 2, 3]"
7905,"[14, 0, 2, 9, 8]"
7906,"[14, 0, 2, 3]"
7907,"[2, 3, 5, 12]"
7908,[6]
7909,"[14, 0, 2, 9]"
7910,"[0, 2, 3]"
7911,"[4, 6, 7]"
7912,[4]
7913,"[14, 5, 1, 8]"
7914,[18]
7915,"[4, 6, 12, 15]"
7916,"[4, 6, 7]"
7917,"[2, 3, 4, 5]"
7918,"[0, 2, 3, 4]"
7919,"[2, 4, 12]"
7920,"[4, 5]"
7921,"[6, 7]"
7922,"[14, 0, 2]"
7923,"[14, 0, 2]"
7924,"[14, 0, 2]"
7925,"[14, 0, 2]"
7926,"[13, 6, 8]"
7927,"[14, 0, 9, 15]"
7928,"[14, 0, 2, 5]"
7929,"[0, 2, 4]"
7930,"[6, 5]"
7931,"[13, 6, 8]"
7932,[6]
7933,[1]
7934,"[2, 3]"
7935,"[4, 8]"
7936,[0]
7937,"[4, 9]"
7938,"[3, 12, 10]"
7939,[4]
7940,"[13, 8]"
7941,"[14, 0, 2]"
7942,"[14, 0, 2]"
7943,"[14, 1, 9, 8]"
7944,"[6, 5]"
7945,"[4, 5, 7]"
7946,"[2, 3, 4]"
7947,"[4, 5, 7]"
7948,"[14, 9, 8]"
7949,"[4, 6]"
7950,[4]
7951,"[14, 0, 2]"
7952,"[14, 0, 2]"
7953,"[14, 0, 2]"
7954,[6]
7955,"[14, 0, 8, 15]"
7956,[6]
7957,[4]
7958,"[13, 8]"
7959,"[4, 6]"
7960,[18]
7961,"[0, 2, 4]"
7962,"[3, 4]"
7963,[6]
7964,[18]
7965,"[14, 8]"
7966,"[4, 6, 5]"
7967,"[13, 6]"
7968,"[4, 1]"
7969,"[13, 6, 10]"
7970,[18]
7971,"[6, 8]"
7972,"[6, 10]"
7973,"[4, 7]"
7974,[18]
7975,"[6, 7]"
7976,"[4, 12]"
7977,[18]
7978,"[2, 4, 9]"
7979,"[14, 13, 9]"
7980,[4]
7981,"[4, 6, 9]"
7982,"[14, 1, 9, 15]"
7983,"[4, 7]"
7984,[6]
7985,"[14, 9]"
7986,"[13, 6, 8]"
7987,"[1, 8]"
7988,"[6, 7]"
7989,[6]
7990,"[6, 5, 12, 10, 9]"
7991,"[14, 13, 6, 8]"
7992,"[1, 8]"
7993,"[4, 5, 7]"
7994,"[4, 6, 7]"
7995,"[13, 6, 10]"
7996,"[4, 6, 7]"
7997,"[6, 7]"
7998,[18]
7999,"[2, 4, 1, 15]"
8000,"[1, 8]"
8001,[18]
8002,"[2, 3, 4]"
8003,[18]
8004,"[14, 13, 10]"
8005,"[6, 8]"
8006,"[4, 13]"
8007,"[4, 6]"
8008,"[14, 6, 8]"
8009,"[1, 8]"
8010,"[0, 4]"
8011,"[1, 15]"
8012,"[14, 13, 10, 8]"
8013,"[6, 9, 15]"
8014,"[14, 0, 4, 18, 5]"
8015,"[1, 10, 8]"
8016,"[14, 4]"
8017,"[4, 6]"
8018,"[13, 6, 8]"
8019,[18]
8020,[6]
8021,"[4, 6]"
8022,"[2, 4]"
8023,"[4, 6]"
8024,[6]
8025,[6]
8026,"[0, 6, 15]"
8027,"[14, 0, 13]"
8028,"[1, 9, 8]"
8029,"[3, 13, 6]"
8030,"[4, 18]"
8031,[18]
8032,"[14, 2, 9]"
8033,"[6, 11]"
8034,[4]
8035,"[4, 1, 7]"
8036,"[0, 6, 5, 7, 15]"
8037,"[4, 6, 7]"
8038,"[14, 11]"
8039,"[0, 2, 3, 5, 15]"
8040,[4]
8041,"[13, 6, 8]"
8042,"[6, 5, 8]"
8043,"[2, 4, 7]"
8044,"[14, 4]"
8045,"[14, 4]"
8046,[6]
8047,"[2, 6, 7]"
8048,"[14, 2, 9]"
